,iteration,x,f(x),sum,epsilon,converged,gradient,m,v,beta1,beta2,alpha
952,952,[4.99878165402407 8.99830221299248],2.88248138391515e-5,<built-in function sum>,0.0001,False,[-2.18211461321836e-8 -0.0318774284051244],[-2.23225569790625e-8 0.00549757922437439],[5.31442638719376e-16 0.279780475419814],0.8,0.9,0.01
953,953,[4.99878387335331 8.99834988266599],2.72288787219109e-5,<built-in function sum>,0.0001,False,[-2.17016695226725e-8 -0.0339557401504464],[-2.21983794877845e-8 -0.00239308465058977],[5.25394620854568e-16 0.251917727106749],0.8,0.9,0.01
954,954,[4.99878608038648 8.99852862826472],2.16493543483430e-5,<built-in function sum>,0.0001,False,[-2.15832906619874e-8 -0.0330023466801492],[-2.20753617226251e-8 -0.00851493705650166],[5.19439002349094e-16 0.226834869884714],0.8,0.9,0.01
955,955,[4.99878827523792 8.99880952824665],1.41722364227631e-5,<built-in function sum>,0.0001,False,[-2.14659953728463e-8 -0.0294274347056103],[-2.19534884526693e-8 -0.0126974365863234],[5.13573997848891e-16 0.204237980287578],0.8,0.9,0.01
956,956,[4.99879045802051 8.99915738971158],7.09992740256662e-6,<built-in function sum>,0.0001,False,[-2.13497697138608e-8 -0.0238094350669940],[-2.18327447049076e-8 -0.0149198362824575],[5.07797864747491e-16 0.183870871178641],0.8,0.9,0.01
957,957,[4.99879262884566 8.99953352907773],2.17595758827518e-6,<built-in function sum>,0.0001,False,[-2.12345999749636e-8 -0.0168522057684299],[-2.17131157589188e-8 -0.0153063101796520],[5.02108901882414e-16 0.165512183744703],0.8,0.9,0.01
958,958,[4.99879478782330 8.99989903486714],1.01945910124889e-7,<built-in function sum>,0.0001,False,[-2.11204726724529e-8 -0.00932941844536117],[-2.15945871416256e-8 -0.0141109318327938],[4.96505448284956e-16 0.148969669175086],0.8,0.9,0.01
959,959,[4.99879693506197 9.00021827823384],4.76460158288424e-7,<built-in function sum>,0.0001,False,[-2.10073745445917e-8 -0.00201930265723149],[-2.14771446222188e-8 -0.0116926059976814],[4.90985881982136e-16 0.134073110015899],0.8,0.9,0.01
960,960,[4.99879907066881 9.00046235424183],2.13772068945286e-6,<built-in function sum>,0.0001,False,[-2.08952925470554e-8 0.00436556467684568],[-2.13607742071862e-8 -0.00848097186277595],[4.85548618846625e-16 0.120667704829804],0.8,0.9,0.01
961,961,[4.99880119474956 9.00061206508111],3.74624283118964e-6,<built-in function sum>,0.0001,False,[-2.07842138486464e-8 0.00924708483654513],[-2.12454621354782e-8 -0.00493536052291174],[4.80192111492589e-16 0.108609485204621],0.8,0.9,0.01
962,962,[4.99880330740865 9.00066002429972],4.35632691465523e-6,<built-in function sum>,0.0001,False,[-2.06741258269473e-8 0.0122413016221685],[-2.11311948737720e-8 -0.00150002809389569],[4.74914848214175e-16 0.0977635216306995],0.8,0.9,0.01
963,963,[4.99880540874914 9.00061149701609],3.73929211624522e-6,<built-in function sum>,0.0001,False,[-2.05650160641900e-8 0.0132004859943322],[-2.10179591118556e-8 0.00144007472374989],[4.69715351964797e-16 0.0880045947506782],0.8,0.9,0.01
964,964,[4.99880749887280 9.00048370676344],2.33972839671160e-6,<built-in function sum>,0.0001,False,[-2.04568723431988e-8 0.0122299403217596],[-2.09057417581242e-8 0.00359804784335184],[4.64592179374910e-16 0.0792190924196378],0.8,0.9,0.01
965,965,[4.99880957788012 9.00030352430519],9.21276062958758e-7,<built-in function sum>,0.0001,False,[-2.03496826434048e-8 0.00967413526876726],[-2.07945299351803e-8 0.00481326532843492],[4.59543919806148e-16 0.0713065420669939],0.8,0.9,0.01
966,966,[4.99881164587031 9.00010368324198],1.07508129474347e-7,<built-in function sum>,0.0001,False,[-2.02434351370681e-8 0.00607048610376637],[-2.06843109755579e-8 0.00506470948350121],[4.54569194440402e-16 0.0641795729404481],0.8,0.9,0.01
967,967,[4.99881370294134 8.99991791757762],6.73811821249362e-8,<built-in function sum>,0.0001,False,[-2.01381181853853e-8 0.00207366483954274],[-2.05750724175234e-8 0.00446650055470952],[4.49666655401216e-16 0.0577620456549900],0.8,0.9,0.01
968,968,[4.99881574918996 8.99977566396460],5.03272468394509e-7,<built-in function sum>,0.0001,False,[-2.00337203348003e-8 -0.00164164844761672],[-2.04668020009788e-8 0.00324487075424427],[4.44834984906393e-16 0.0519861105904535],0.8,0.9,0.01
969,969,[4.99881778471172 8.99969717583574],9.17030604731422e-7,<built-in function sum>,0.0001,False,[-1.99302303134260e-8 -0.00448672070803013],[-2.03594876634682e-8 0.00169855246178939],[4.40072894450374e-16 0.0467895125976793],0.8,0.9,0.01
970,970,[4.99881980960097 8.99968998963389],9.61070091069530e-7,<built-in function sum>,0.0001,False,[-1.98276370275720e-8 -0.00605648328519237],[-2.02531175362890e-8 0.000147545312393038],[4.35379124015051e-16 0.0421142294368898],0.8,0.9,0.01
971,971,[4.99882182395089 8.99974758853038],6.37121280415871e-7,<built-in function sum>,0.0001,False,[-1.97259295581995e-8 -0.00620020732227999],[-2.01476799406711e-8 -0.00112200521454157],[4.30752441307051e-16 0.0379066507502847],0.8,0.9,0.01
972,972,[4.99882382785353 8.99985078798374],2.22647999194864e-7,<built-in function sum>,0.0001,False,[-1.96250971576156e-8 -0.00504822939240057],[-2.00431633840600e-8 -0.00190725005011337],[4.26191641020931e-16 0.0341185341372561],0.8,0.9,0.01
973,973,[4.99882582139981 8.99997184988892],7.92998994176772e-9,<built-in function sum>,0.0001,False,[-1.95251292461357e-8 -0.00298424032521893],[-1.99395565564751e-8 -0.00212264810513448],[4.21695544126668e-16 0.0307075712925624],0.8,0.9,0.01
974,974,[4.99882780467952 9.00008070420203],6.51373462184465e-8,<built-in function sum>,0.0001,False,[-1.94260154089365e-8 -0.000563002221610986],[-1.98368483269674e-8 -0.00181071892842978],[4.17262997180825e-16 0.0276368458604563],0.8,0.9,0.01
975,975,[4.99882977778136 9.00015203911257],2.31164543447183e-7,<built-in function sum>,0.0001,False,[-1.93277453928743e-8 0.00161408404051144],[-1.97350277401488e-8 -0.00112575833464154],[4.12892871659920e-16 0.0248734218011396],0.8,0.9,0.01
976,976,[4.99883174079297 9.00017157188073],2.94374690837211e-7,<built-in function sum>,0.0001,False,[-1.92303091033586e-8 0.00304078225141780],[-1.96340840127907e-8 -0.000292450217429671],[4.08584063314999e-16 0.0223870042566957],0.8,0.9,0.01
977,977,[4.99883369380091 9.00013972880071],1.95246928496544e-7,<built-in function sum>,0.0001,False,[-1.91336966014963e-8 0.00343143761452325],[-1.95340065305318e-8 0.000452327348960912],[4.04335491547311e-16 0.0201494813074364],0.8,0.9,0.01
978,978,[4.99883563689071 9.00007140538259],5.09928007301647e-8,<built-in function sum>,0.0001,False,[-1.90378981009809e-8 0.00279457601430977],[-1.94347848446216e-8 0.000920777082030683],[4.00146098802913e-16 0.0181353141422027],0.8,0.9,0.01
979,979,[4.99883757014685 8.99999145364337],7.35879690495085e-10,<built-in function sum>,0.0001,False,[-1.89429039653371e-8 0.00142810765174772],[-1.93364086687647e-8 0.00102224319597409],[3.96014849986620e-16 0.0163219866771289],0.8,0.9,0.01
980,980,[4.99883949365284 8.99992685349680],5.35095507140633e-8,<built-in function sum>,0.0001,False,[-1.88487047051261e-8 -0.000170927132558063],[-1.92388678760370e-8 0.000783609130267660],[3.91940731894062e-16 0.0146897909310245],0.8,0.9,0.01
981,981,[4.99884140749114 8.99989780471415],1.04444170098166e-7,<built-in function sum>,0.0001,False,[-1.87552909750679e-8 -0.00146293006400811],[-1.91421524958432e-8 0.000334301291412507],[3.87922752660602e-16 0.0132210258543593],0.8,0.9,0.01
982,982,[4.99884331174328 8.99991074983248],7.96612941808762e-8,<built-in function sum>,0.0001,False,[-1.86626535715562e-8 -0.00204390571695967],[-1.90462527109858e-8 -0.000141340110261928],[3.83959941227734e-16 0.0118993410239813],0.8,0.9,0.01
983,983,[4.99884520648978 8.99995612899304],1.92519875701190e-8,<built-in function sum>,0.0001,False,[-1.85707834298717e-8 -0.00178500335044873],[-1.89511588547630e-8 -0.000470072758299289],[3.80051346824880e-16 0.0107097255452793],0.8,0.9,0.01
984,984,[4.99884709181025 9.00001224987446],1.50589453846817e-9,<built-in function sum>,0.0001,False,[-1.84796716216558e-8 -0.000877420139261176],[-1.88568614081415e-8 -0.000551542234491666],[3.76196038466815e-16 0.00963882997736146],0.8,0.9,0.01
985,985,[4.99884896778333 9.00005431730233],2.95089592093003e-8,<built-in function sum>,0.0001,False,[-1.83893093524251e-8 0.000244997489147636],[-1.87633509969982e-8 -0.000392234289763806],[3.72393104466053e-16 0.00867495298200228],0.8,0.9,0.01
986,986,[4.99885083448677 9.00006522818758],4.25523963554259e-8,<built-in function sum>,0.0001,False,[-1.82996879591284e-8 0.00108634604663393],[-1.86706183894243e-8 -9.65182224842580e-5],[3.68641651959594e-16 0.00780757569857536],0.8,0.9,0.01
987,987,[4.99885269199737 9.00004334037078],1.87890754559231e-8,<built-in function sum>,0.0001,False,[-1.82107989077429e-8 0.00130456375160293],[-1.85786544930880e-8 0.000183698172333179],[3.64940806449460e-16 0.00702698831737602],0.8,0.9,0.01
988,988,[4.99885454039107 9.00000311223823],1.02024912062586e-10,<built-in function sum>,0.0001,False,[-1.81226337908256e-8 0.000866807415633275],[-1.84874503526355e-8 0.000320320020993198],[3.61289711356151e-16 0.00632436462114800],0.8,0.9,0.01
989,989,[4.99885637974291 8.99996754331522],1.05394954183653e-8,<built-in function sum>,0.0001,False,[-1.80351843253576e-8 6.22447646776436e-5],[-1.83969971471799e-8 0.000268704969730087],[3.57687527585499e-16 0.00569192854647427],0.8,0.9,0.01
990,990,[4.99885821012708 8.99995566484721],1.96611565058428e-8,<built-in function sum>,0.0001,False,[-1.79484423503718e-8 -0.000649133695560522],[-1.83072861878183e-8 8.51372366719655e-5],[3.54133433107411e-16 0.00512277782928232],0.8,0.9,0.01
991,991,[4.99886003161690 8.99997172790996],7.99817706854953e-9,<built-in function sum>,0.0001,False,[-1.78623998248274e-8 -0.000886703055812177],[-1.82183089152201e-8 -0.000109230821824863],[3.50626622546869e-16 0.00461057867058500],0.8,0.9,0.01
992,992,[4.99886184428484 9.00000280079742],8.34788329591170e-11,<built-in function sum>,0.0001,False,[-1.77770488254780e-8 -0.000565441800716826],[-1.81300568972717e-8 -0.000200473017603256],[3.47166306786525e-16 0.00414955277596950],0.8,0.9,0.01
993,993,[4.99886364820257 9.00002717131207],7.38780432541568e-9,<built-in function sum>,0.0001,False,[-1.76923815446081e-8 5.60159483313782e-5],[-1.80425218267390e-8 -0.000149175224416329],[3.43751712579871e-16 0.00373459781215120],0.8,0.9,0.01
994,994,[4.99886544344091 9.00002900597851],8.41843868607902e-9,<built-in function sum>,0.0001,False,[-1.76083902881775e-8 0.000543426241335965],[-1.79556955190267e-8 -1.06549312658701e-5],[3.40382082175963e-16 0.00336116756214406],0.8,0.9,0.01
995,995,[4.99886723006989 9.00000949627414],9.06731784317294e-10,<built-in function sum>,0.0001,False,[-1.75250674736252e-8 0.000580119570116722],[-1.78695699099464e-8 0.000107499969010648],[3.37056672953878e-16 0.00302508445980121],0.8,0.9,0.01
996,996,[4.99886900815875 8.99998577993934],2.02700986758286e-9,<built-in function sum>,0.0001,False,[-1.74424056279957e-8 0.000189925482885656],[-1.77841370535562e-8 0.000123985071785650],[3.33774757067644e-16 0.00272257962099000],0.8,0.9,0.01
997,997,[4.99887077777593 8.99997725027650],5.18037716205809e-9,<built-in function sum>,0.0001,False,[-1.73603973859313e-8 -0.000284401213122010],[-1.76993891200313e-8 4.23078148041178e-5],[3.30535621100624e-16 0.00245032974729600],0.8,0.9,0.01
998,998,[4.99887253898913 8.99998939470086],1.12957130455724e-9,<built-in function sum>,0.0001,False,[-1.72790354878601e-8 -0.000454994470032943],[-1.76153183935970e-8 -5.71526421632944e-5],[3.27338565729635e-16 0.00220531747456318],0.8,0.9,0.01
999,999,[4.99887429186525 9.00000913520852],8.39337877591200e-10,<built-in function sum>,0.0001,False,[-1.71983127780488e-8 -0.000212105982740241],[-1.75319172704874e-8 -8.81433102786836e-5],[3.24182905397831e-16 0.00198479022600165],0.8,0.9,0.01
1000,1000,[4.99887603647047 9.00001715455537],2.94757543503619e-9,<built-in function sum>,0.0001,False,[-1.71182222028496e-8 0.000182704170413217],[-1.74491782569598e-8 -3.39738141403035e-5],[3.21067967996661e-16 0.00178631454148287],0.8,0.9,0.01
1001,1001,[4.99887777287022 9.00000684529633],4.73339036374613e-10,<built-in function sum>,0.0001,False,[-1.70387568088934e-8 0.000343091107424698],[-1.73670939673465e-8 4.14391701726968e-5],[3.17993094556256e-16 0.00160769485848539],0.8,0.9,0.01
1002,1002,[4.99887950112922 8.99999097353253],8.19500124166571e-10,<built-in function sum>,0.0001,False,[-1.69599097413514e-8 0.000136905926638065],[-1.72856571221475e-8 6.05325214657703e-5],[3.14957638944109e-16 0.00144692724696012],0.8,0.9,0.01
1003,1003,[4.99888122131145 8.99998756891024],1.55001992752804e-9,<built-in function sum>,0.0001,False,[-1.68816742421838e-8 -0.000180529349393055],[-1.72048605461548e-8 1.23201472940053e-5],[3.11960967571619e-16 0.00130223778134871],0.8,0.9,0.01
1004,1004,[4.99888293348019 8.99999918052995],1.13866077440152e-11,<built-in function sum>,0.0001,False,[-1.68040436485363e-8 -0.000248621795179815],[-1.71246971666311e-8 -3.98682412007588e-5],[3.09002459108649e-16 0.00117202018449354],0.8,0.9,0.01
1005,1005,[4.99888463769804 9.00000997692974],1.00003412572648e-9,<built-in function sum>,0.0001,False,[-1.67270113910416e-8 -1.63894010256627e-5],[-1.70451600115132e-8 -3.51724731657396e-5],[3.06081504205387e-16 0.00105481819290543],0.8,0.9,0.01
1006,1006,[4.99888633402688 9.00000616935296],3.85223834109531e-10,<built-in function sum>,0.0001,False,[-1.66505709922660e-8 0.000199538594870319],[-1.69662422076637e-8 1.17697404414721e-5],[3.03197505221698e-16 0.000949340355179976],0.8,0.9,0.01
1007,1007,[4.99888802252796 8.99999454545010],3.02107897958345e-10,<built-in function sum>,0.0001,False,[-1.65747160651013e-8 0.000123387059261404],[-1.68879369791513e-8 3.40932042054584e-5],[3.00349875963401e-16 0.000854407842098617],0.8,0.9,0.01
1008,1008,[4.99888970326181 8.99999258486458],5.54401416013329e-10,<built-in function sum>,0.0001,False,[-1.64994403112211e-8 -0.000109090998080319],[-1.68102376455652e-8 5.45636374830296e-6],[2.97538041425415e-16 0.000768968247973342],0.8,0.9,0.01
1009,1009,[4.99889137628833 9.00000216382879],5.13532165082763e-11,<built-in function sum>,0.0001,False,[-1.64247375195993e-8 -0.000148302708396386],[-1.67331376203720e-8 -2.52954506806349e-5],[2.94761437541647e-16 0.000692073622545339],0.8,0.9,0.01
1010,1010,[4.99889304166678 9.00000678565511],4.64955650197941e-10,<built-in function sum>,0.0001,False,[-1.63506015650128e-8 4.32765758091591e-5],[-1.66566304093002e-8 -1.15810453826761e-5],[2.92019510941262e-16 0.000622866447577007],0.8,0.9,0.01
1011,1011,[4.99889469945577 8.99999926659012],9.85647463473431e-12,<built-in function sum>,0.0001,False,[-1.62770264065671e-8 0.000135713102196178],[-1.65807096087536e-8 1.78777841330947e-5],[2.89311718711144e-16 0.000560581644623917],0.8,0.9,0.01
1012,1012,[4.99889634971326 8.99999422767999],3.37647676669288e-10,<built-in function sum>,0.0001,False,[-1.62040060862824e-8 -1.46681975081719e-5],[-1.65053689042593e-8 1.13685878048414e-5],[2.86637528164458e-16 0.000504523501677127],0.8,0.9,0.01
1013,1013,[4.99889799249663 9.00000076438189],1.02672484260086e-11,<built-in function sum>,0.0001,False,[-1.61315347277801e-8 -0.000115446400286601],[-1.64306020689635e-8 -1.39944098134470e-5],[2.83996416615369e-16 0.000454072484296548],0.8,0.9,0.01
1014,1014,[4.99889962786260 9.00000477019617],2.31945961677696e-10,<built-in function sum>,0.0001,False,[-1.60596065348332e-8 1.52876377512712e-5],[-1.63564029621374e-8 -8.13800030050340e-6],[2.81387871159198e-16 0.000408665259238080],0.8,0.9,0.01
1015,1015,[4.99890125586731 8.99999824964574],3.50096760834701e-11,<built-in function sum>,0.0001,False,[-1.59882157900160e-8 9.54039233818094e-5],[-1.62827655277131e-8 1.25703844359591e-5],[2.78811388458090e-16 0.000367799643505132],0.8,0.9,0.01
1016,1016,[4.99890287656631 8.99999657975456],1.21327323829136e-10,<built-in function sum>,0.0001,False,[-1.59173568534516e-8 -3.50070852732642e-5],[-1.62096837928608e-8 3.05489049411447e-6],[2.76266474532293e-16 0.000331019801704221],0.8,0.9,0.01
1017,1017,[4.99890449001454 9.00000305260532],9.75050157040899e-11,<built-in function sum>,0.0001,False,[-1.58470241614623e-8 -6.84049087169569e-5],[-1.61371518665811e-8 -1.12370693480998e-5],[2.73752644556461e-16 0.000297918289456952],0.8,0.9,0.01
1018,1018,[4.99890609626638 9.00000109761404],1.63433027088957e-11,<built-in function sum>,0.0001,False,[-1.57772122254325e-8 6.10521063890701e-5],[-1.60651639383514e-8 3.22076579933417e-6],[2.71269422661448e-16 0.000268126833247227],0.8,0.9,0.01
1019,1019,[4.99890769537563 8.99999664133983],1.17076654824352e-10,<built-in function sum>,0.0001,False,[-1.57079156303813e-8 2.19522808038164e-5],[-1.59937142767574e-8 6.96706880023062e-6],[2.68816341740421e-16 0.000241314198112767],0.8,0.9,0.01
1020,1020,[4.99890928739551 9.00000193952185],4.18632797367576e-11,<built-in function sum>,0.0001,False,[-1.56391290339012e-8 -6.71732034618344e-5],[-1.59227972281861e-8 -7.86098565218239e-6],[2.66392943260280e-16 0.000217183229525417],0.8,0.9,0.01
1021,1021,[4.99891087237870 9.00000089605108],1.22502793522978e-11,<built-in function sum>,0.0001,False,[-1.55708471649595e-8 3.87904369176795e-5],[-1.58524072155408e-8 1.46929886178998e-6],[2.63998777077705e-16 0.000195465057042675],0.8,0.9,0.01
1022,1022,[4.99891245037733 8.99999733435824],7.52532531959251e-11,<built-in function sum>,0.0001,False,[-1.55030648226408e-8 1.79210215378589e-5],[-1.57825387369608e-8 4.75964339700377e-6],[2.61633401259435e-16 0.000175918583454709],0.8,0.9,0.01
1023,1023,[4.99891402144298 9.00000273919709],7.92046024564133e-11,<built-in function sum>,0.0001,False,[-1.54357768750608e-8 -5.33128351776213e-5],[-1.57131863645808e-8 -6.85485231792125e-6],[2.59296381907157e-16 0.000158327009335077],0.8,0.9,0.01
1024,1024,[4.99891558562671 8.99999819250252],3.68190784534759e-11,<built-in function sum>,0.0001,False,[-1.53689782582948e-8 5.47839418914009e-5],[-1.56443447433236e-8 5.47290652394318e-6],[2.56987292986835e-16 0.000142494608529598],0.8,0.9,0.01
1025,1025,[4.99891714297902 9.00000068858892],8.86637388618478e-12,<built-in function sum>,0.0001,False,[-1.53026639751719e-8 -3.61499495227235e-5],[-1.55760085896933e-8 -2.85166468539016e-6],[2.54705716161854e-16 0.000128245278358524],0.8,0.9,0.01
1026,1026,[4.99891869354992 9.00000025235703],4.73809246615859e-12,<built-in function sum>,0.0001,False,[-1.52368290943118e-8 1.37717784696179e-5],[-1.55081726906170e-8 4.73023945611440e-7],[2.52451240630596e-16 0.000115420769488859],0.8,0.9,0.01
1027,1027,[4.99892023738890 8.99999890389690],1.60922996958814e-11,<built-in function sum>,0.0001,False,[-1.51714687489137e-8 5.04714063254141e-6],[-1.54408319022763e-8 1.38784728299743e-6],[2.50223462967463e-16 0.000103878695087336],0.8,0.9,0.01
1028,1028,[4.99892177454493 9.00000225542913],5.49243135654020e-11,<built-in function sum>,0.0001,False,[-1.51065781359355e-8 -2.19220620749638e-5],[-1.53739811490082e-8 -3.27413458859482e-6],[2.48021986968429e-16 9.34908736362833e-5],0.8,0.9,0.01
1029,1029,[4.99892330506650 8.99999535099493],2.20164216042589e-10,<built-in function sum>,0.0001,False,[-1.50421525148389e-8 4.51085826114195e-5],[-1.53076154221743e-8 6.40240885140804e-6],[2.45846423499553e-16 8.41419897510775e-5],0.8,0.9,0.01
1030,1030,[4.99892482900158 9.00001065860055],1.14006661360561e-9,<built-in function sum>,0.0001,False,[-1.49781872067603e-8 -9.29801014137865e-5],[-1.52417297790915e-8 -1.34740932016309e-5],[2.43696390349674e-16 7.57286553058956e-5],0.8,0.9,0.01
1031,1031,[4.99892634639767 8.99997253580837],7.54680459261901e-9,<built-in function sum>,0.0001,False,[-1.49146775935089e-8 0.000213172010944618],[-1.51763193419750e-8 3.18551276276189e-5],[2.41571512086538e-16 6.81603340059311e-5],0.8,0.9,0.01
1032,1032,[4.99892785730179 9.00007887647563],6.22189480541885e-8,<built-in function sum>,0.0001,False,[-1.48516191165047e-8 -0.000549283832611991],[-1.51113792968809e-8 -8.43726644203031e-5],[2.39471419916057e-16 6.13744718782149e-5],0.8,0.9,0.01
1033,1033,[4.99892936176048 8.99975034083382],6.23300934371466e-7,<built-in function sum>,0.0001,False,[-1.47890072759167e-8 0.00157752951253087],[-1.50469048926881e-8 0.000248007770969932],[2.37395751545163e-16 5.54858846266840e-5],0.8,0.9,0.01
1034,1034,[4.99893085981980 9.00084044091296],7.06341320152796e-6,<built-in function sum>,0.0001,False,[-1.47268376297387e-8 -0.00499318332367693],[-1.49828914400982e-8 -0.000800230447959440],[2.35344151047916e-16 5.24304841344001e-5],0.8,0.9,0.01
1035,1035,[4.99893235152538 8.99774269702139],5.09541712701654e-5,<built-in function sum>,0.0001,False,[-1.46651057928430e-8 0.0168088182591930],[-1.49193343106472e-8 0.00272157929347105],[2.33316268734652e-16 7.54410728480181e-5],0.8,0.9,0.01
1036,1036,[4.99893383692236 9.00187442430243],3.51346685315718e-5,<built-in function sum>,0.0001,False,[-1.46038074361555e-8 -0.0451460595721187],[-1.48562289357488e-8 -0.00685194847964690],[2.31311761024418e-16 0.000271713635052145],0.8,0.9,0.01
1037,1037,[4.99893531605545 9.00085222207304],7.26282847257110e-6,<built-in function sum>,0.0001,False,[-1.45429382856978e-8 0.0374884860485452],[-1.47935708057386e-8 0.00201613842599151],[2.29330290320138e-16 0.000385080930168127],0.8,0.9,0.01
1038,1038,[4.99893678896890 8.99827443214880],2.97758479246446e-5,<built-in function sum>,0.0001,False,[-1.44824941217880e-8 0.0170444414607687],[-1.47313554689485e-8 0.00502179903294694],[2.27371524886886e-16 0.000375624135622272],0.8,0.9,0.01
1039,1039,[4.99893825570653 8.99961737514327],1.46402162229893e-6,<built-in function sum>,0.0001,False,[-1.44224707781070e-8 -0.0345113570240869],[-1.46695785307802e-8 -0.00288483217845983],[2.25435138732733e-16 0.000457165098424444],0.8,0.9,0.01
1040,1040,[4.99893971631172 9.00148719120691],2.21173806506669e-5,<built-in function sum>,0.0001,False,[-1.43628641410320e-8 -0.00765249713458616],[-1.46082356528306e-8 -0.00383836516968510],[2.23520811492834e-16 0.000417304659821484],0.8,0.9,0.01
1041,1041,[4.99894117082744 9.00015731591827],2.47486752122101e-7,<built-in function sum>,0.0001,False,[-1.43036701486896e-8 0.0297438241382508],[-1.45473225520024e-8 0.00287807269190209],[2.21628228315802e-16 0.000464043701276055],0.8,0.9,0.01
1042,1042,[4.99894261929622 8.99873141111369],1.60931813747809e-5,<built-in function sum>,0.0001,False,[-1.42448847902029e-8 0.00314631836531021],[-1.44868349996425e-8 0.00293172182658371],[2.19757079752837e-16 0.000418629263074039],0.8,0.9,0.01
1043,1043,[4.99894406176017 9.00002456277272],6.03702775125759e-9,<built-in function sum>,0.0001,False,[-1.41865041048768e-8 -0.0253717777261500],[-1.44267688206893e-8 -0.00272897808396302],[2.17907061649322e-16 0.000441139047265151],0.8,0.9,0.01
1044,1044,[4.99894549826100 9.00106567005813],1.13565304373768e-5,<built-in function sum>,0.0001,False,[-1.41285241815019e-8 0.000491255454477368],[-1.43671198928519e-8 -0.00208493137627494],[2.16077875039118e-16 0.000397049275730791],0.8,0.9,0.01
1045,1045,[4.99894692884000 8.99977918243795],4.87607646484764e-7,<built-in function sum>,0.0001,False,[-1.40709411575253e-8 0.0213134011625584],[-1.43078841457866e-8 0.00259473513149173],[2.14269226041060e-16 0.000402770455069326],0.8,0.9,0.01
1046,1046,[4.99894835353809 8.99915776906495],7.09353314904471e-6,<built-in function sum>,0.0001,False,[-1.40137512183396e-8 -0.00441635124107620],[-1.42490575602972e-8 0.00119251785697814],[2.12480825757906e-16 0.000364443825390849],0.8,0.9,0.01
1047,1047,[4.99894977239574 9.00043025689061],1.85121356882333e-6,<built-in function sum>,0.0001,False,[-1.39569505965462e-8 -0.0168446187010431],[-1.41906361675470e-8 -0.00241490945462611],[2.10712390177558e-16 0.000356373560770118],0.8,0.9,0.01
1048,1048,[4.99895118545308 9.00054604272320],2.98163018562738e-6,<built-in function sum>,0.0001,False,[-1.39005355712989e-8 0.00860513781213967],[-1.41326160482974e-8 -0.000210900001272957],[2.08963640076697e-16 0.000328141044369697],0.8,0.9,0.01
1049,1049,[4.99895259274983 8.99940276102078],3.56694759360484e-6,<built-in function sum>,0.0001,False,[-1.38445024674812e-8 0.0109208544639046],[-1.40749933321341e-8 0.00201545089176255],[2.07234300926237e-16 0.000307253446154906],0.8,0.9,0.01
1050,1050,[4.99895399432531 8.99985551392701],2.08765844239669e-7,<built-in function sum>,0.0001,False,[-1.37888476551394e-8 -0.0119447795843541],[-1.40177641967352e-8 -0.000776595203460790],[2.05524102799277e-16 0.000290795877471296],0.8,0.9,0.01
1051,1051,[4.99895539021851 9.00059107694179],3.49372308335040e-6,<built-in function sum>,0.0001,False,[-1.37335675487147e-8 -0.00288972145989419],[-1.39609248671311e-8 -0.00119922045474747],[2.03832780280861e-16 0.000262551338735744],0.8,0.9,0.01
1052,1052,[4.99895678046800 8.99970858003414],8.49259518234808e-7,<built-in function sum>,0.0001,False,[-1.36786586064588e-8 0.0118215388357612],[-1.39044716149966e-8 0.00140493140335426],[2.02160072379980e-16 0.000250271082906710],0.8,0.9,0.01
1053,1053,[4.99895816511201 8.99973599943563],6.96966514302107e-7,<built-in function sum>,0.0001,False,[-1.36241173296846e-8 -0.00582839931712442],[-1.38484007579342e-8 -4.17347407414728e-5],[2.00505722443283e-16 0.000228640998476025],0.8,0.9,0.01
1054,1054,[4.99895954418840 9.00048514480978],2.35365838032746e-6,<built-in function sum>,0.0001,False,[-1.35699402621995e-8 -0.00528001128745359],[-1.37927086587873e-8 -0.00108939005008390],[1.98869478070921e-16 0.000208564750547986],0.8,0.9,0.01
1055,1055,[4.99896091773466 8.99972908843609],7.33934251820885e-7,<built-in function sum>,0.0001,False,[-1.35161239896434e-8 0.00970289619567666],[-1.37373917249585e-8 0.00106906719906821],[1.97251091034170e-16 0.000197122894951595],0.8,0.9,0.01
1056,1056,[4.99896228578795 8.99989790156895],1.04244375044356e-7,<built-in function sum>,0.0001,False,[-1.34626651389037e-8 -0.00541823127827001],[-1.36824464077475e-8 -0.000228392496399431],[1.95650317194978e-16 0.000180346328474918],0.8,0.9,0.01
1057,1057,[4.99896364838505 9.00035767449315],1.27931389110352e-6,<built-in function sum>,0.0001,False,[-1.34095603774697e-8 -0.00204196862091521],[-1.36278692016920e-8 -0.000591107721302587],[1.94066916427181e-16 0.000162728659212306],0.8,0.9,0.01
1058,1058,[4.99896500556241 8.99958596133446],1.71428360808165e-6,<built-in function sum>,0.0001,False,[-1.33568064127960e-8 0.00715348986304321],[-1.35736566439128e-8 0.000957811795566571],[1.92500652539354e-16 0.000151573035013142],0.8,0.9,0.01
1059,1059,[4.99896635735614 9.00032326871793],1.04503006447495e-6,<built-in function sum>,0.0001,False,[-1.33043999918442e-8 -0.00828077331073018],[-1.35198053134991e-8 -0.000889905225692780],[1.90951293199717e-16 0.000143272852174198],0.8,0.9,0.01
